ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
9080/1,9080,1784,/1,,Related,"Germ cell tumor, regressed","Germ cell tumor, regressed"
9080/1,9080,1785,/1,,Related,Immature teratoma of the lung,Immature teratoma of the lung
9080/1,9080,1786,/1,,Related,Immature teratoma of the thymus,Immature teratoma of the thymus
9080/1,9080,1787,/1,,Related,Immature teratoma of the thyroid,Immature teratoma of the thyroid
9080/3,9080,1788,/3,cancer,Preferred,"Teratoma, malignant","Teratoma, malignant"
9080/3,9080,1789,/3,cancer,Synonym,Embryonal teratoma,Embryonal teratoma
9080/3,9080,1790,/3,cancer,Synonym,"Teratoblastoma, malignant","Teratoblastoma, malignant"
9080/3,9080,1791,/3,cancer,Related,"Immature teratoma, malignant","Immature teratoma, malignant"
9080/3,9080,1792,/3,cancer,Synonym,"Immature teratoma","Immature teratoma"
9081/3,9081,1793,/3,cancer,Preferred,Teratocarcinoma,Teratocarcinoma
9081/3,9081,1794,/3,cancer,Synonym,Mixed embryonal carcinoma and teratoma,Mixed embryonal carcinoma and teratoma
9081/3,9081,1795,/3,cancer,Related,Teratocararcoma,Teratocararcoma
9082/3,9082,1796,/3,cancer,Preferred,"Malignant teratoma, undifferentiated","Malignant teratoma, undifferentiated"
9082/3,9082,1797,/3,cancer,Synonym,"Malignant teratoma, anaplastic","Malignant teratoma, anaplastic"
9083/3,9083,1798,/3,cancer,Preferred,"Malignant teratoma, intermediate","Malignant teratoma, intermediate"
9084/0,9084,1799,/0,,Preferred,"Dermoid cyst","Dermoid cyst"
9084/0,9084,1800,/0,,Synonym,"Dermoid","Dermoid"
9084/0,9084,1801,/0,,Related,"Teratoma, prepubertal type","Teratoma, prepubertal type"
9084/0,9084,1802,/0,,Synonym,"Teratoma, mature, prepubertal type","Teratoma, mature, prepubertal type"
9084/3,9084,1803,/3,cancer,Preferred,Teratoma with malignant transformation,Teratoma with malignant transformation
9084/3,9084,1804,/3,cancer,Synonym,Teratoma with somatic type malignancies,Teratoma with somatic type malignancies
9084/3,9084,1805,/3,cancer,Synonym,Dermoid cyst with malignant transformation,Dermoid cyst with malignant transformation
9084/3,9084,1806,/3,cancer,Synonym,Dermoid cyst with secondary tumor,Dermoid cyst with secondary tumor
9085/3,9085,1807,/3,cancer,Preferred,Mixed germ cell tumor,Mixed germ cell tumor
9085/3,9085,1808,/3,cancer,Related,Mixed teratoma and seminoma,Mixed teratoma and seminoma
9086/3,9086,1809,/3,cancer,Preferred,Germ cell tumor with associated hematological malignancy,Germ cell tumor with associated hematological malignancy
9090/0,9090,1810,/0,,Preferred,"Struma ovarii","Struma ovarii"
9090/3,9090,1811,/3,cancer,Preferred,"Struma ovarii, malignant","Struma ovarii, malignant"
9091/1,9091,1812,/1,,Preferred,Strumal carcinoid,Strumal carcinoid
9091/1,9091,1813,/1,,Synonym,Struma ovarii and carcinoid,Struma ovarii and carcinoid
9100/0,9100,1815,/0,,Preferred,"Hydatidiform mole","Hydatidiform mole"
9100/0,9100,1816,/0,,Synonym,Complete hydatidiform mole,Complete hydatidiform mole
9100/0,9100,1817,/0,,Synonym,Hydatid mole,Hydatid mole
9100/1,9100,1818,/1,,Preferred,Invasive hydatidiform mole,Invasive hydatidiform mole
9100/1,9100,1819,/1,,Synonym,"Invasive mole","Invasive mole"
9100/1,9100,1820,/1,,Synonym,"Chorioadenoma","Chorioadenoma"
9100/1,9100,1821,/1,,Synonym,Chorioadenoma destruens,Chorioadenoma destruens
9100/1,9100,1822,/1,,Synonym,Malignant hydatidiform mole,Malignant hydatidiform mole
9100/3,9100,1823,/3,cancer,Preferred,"Choriocarcinoma","Choriocarcinoma"
9100/3,9100,1824,/3,cancer,Synonym,Chorioepithelioma,Chorioepithelioma
9100/3,9100,1825,/3,cancer,Synonym,Chorionepithelioma,Chorionepithelioma
9101/3,9101,1826,/3,cancer,Preferred,Choriocarcinoma combined with other germ cell elements,Choriocarcinoma combined with other germ cell elements
9101/3,9101,1827,/3,cancer,Synonym,Choriocarcinoma combined with embryonal carcinoma,Choriocarcinoma combined with embryonal carcinoma
9101/3,9101,1828,/3,cancer,Synonym,Choriocarcinoma combined with teratoma,Choriocarcinoma combined with teratoma
9102/3,9102,1829,/3,cancer,Preferred,"Malignant teratoma, trophoblastic","Malignant teratoma, trophoblastic"
9103/0,9103,1830,/0,,Preferred,Partial hydatidiform mole,Partial hydatidiform mole
9104/1,9104,1831,/1,,Preferred,Placental site trophoblastic tumor,Placental site trophoblastic tumor
9105/3,9105,1832,/3,cancer,Preferred,"Trophoblastic tumor, epithelioid","Trophoblastic tumor, epithelioid"
9110/0,9110,1834,/0,,Preferred,Adenoma of rete ovarii,Adenoma of rete ovarii
9110/0,9110,1835,/0,,Related,"Mesonephroma, benign","Mesonephroma, benign"
9110/0,9110,1836,/0,,Synonym,Mesonephric adenoma,Mesonephric adenoma
9110/0,9110,1837,/0,,Synonym,Wolffian duct adenoma,Wolffian duct adenoma
9110/1,9110,1838,/1,,Preferred,Wolffian tumor,Wolffian tumor
9110/1,9110,1839,/1,,Synonym,Wolffian duct tumor,Wolffian duct tumor
9110/1,9110,1840,/1,,Synonym,"Mesonephric tumor","Mesonephric tumor"
9110/3,9110,1841,/3,cancer,Preferred,"Mesonephroma, malignant","Mesonephroma, malignant"
9110/3,9110,1842,/3,cancer,Synonym,"Mesonephroma","Mesonephroma"
9110/3,9110,1843,/3,cancer,Synonym,Mesonephric adenocarcinoma,Mesonephric adenocarcinoma
9110/3,9110,1844,/3,cancer,Synonym,Wolffian duct carcinoma,Wolffian duct carcinoma
9110/3,9110,1845,/3,cancer,Related,Adenocarcinoma of rete ovarii,Adenocarcinoma of rete ovarii
9120/0,9120,1847,/0,,Preferred,"Hemangioma","Hemangioma"
9120/0,9120,1848,/0,,Synonym,"Angioma","Angioma"
9120/0,9120,1849,/0,,Synonym,Chorioangioma,Chorioangioma
9120/0,9120,1850,/0,,Related,Cherry hemangioma,Cherry hemangioma
9120/0,9120,1851,/0,,Related,Sinusoidal hemangioma,Sinusoidal hemangioma
9120/0,9120,1852,/0,,Related,Microvenular hemangioma,Microvenular hemangioma
9120/0,9120,1853,/0,,Related,Glomeruloid hemangioma,Glomeruloid hemangioma
9120/0,9120,1854,/0,,Related,Spindle cell hemangioma,Spindle cell hemangioma
9120/0,9120,1855,/0,,Related,Hobnail hemangioma,Hobnail hemangioma
9120/3,9120,1856,/3,cancer,Preferred,Hemangiosarcoma,Hemangiosarcoma
9120/3,9120,1857,/3,cancer,Synonym,Angiosarcoma,Angiosarcoma
9121/0,9121,1858,/0,,Preferred,Cavernous hemangioma,Cavernous hemangioma
9122/0,9122,1859,/0,,Preferred,Venous hemangioma,Venous hemangioma
9123/0,9123,1860,/0,,Preferred,Racemose hemangioma,Racemose hemangioma
9123/0,9123,1861,/0,,Synonym,Arteriovenous hemangioma,Arteriovenous hemangioma
9124/3,9124,1862,/3,cancer,Preferred,Kupffer cell sarcoma,Kupffer cell sarcoma
9125/0,9125,1863,/0,,Preferred,Epithelioid hemangioma,Epithelioid hemangioma
9125/0,9125,1864,/0,,Synonym,Histiocytoid hemangioma,Histiocytoid hemangioma
9125/0,9125,1865,/0,,Related,Cutaneous epithelioid angiomatoid nodule,Cutaneous epithelioid angiomatoid nodule
9126/0,9126,1866,/0,,Preferred,Atypical vascular lesion,Atypical vascular lesion
9130/0,9130,1867,/0,,Preferred,"Hemangioendothelioma, benign","Hemangioendothelioma, benign"
9130/1,9130,1868,/1,,Preferred,"Hemangioendothelioma","Hemangioendothelioma"
9130/1,9130,1869,/1,,Synonym,Angioendothelioma,Angioendothelioma
9130/1,9130,1870,/1,,Related,Kaposiform hemangioendothelioma,Kaposiform hemangioendothelioma
9130/3,9130,1871,/3,cancer,Preferred,"Hemangioendothelioma, malignant","Hemangioendothelioma, malignant"
9130/3,9130,1872,/3,cancer,Synonym,Hemangioendothelial sarcoma,Hemangioendothelial sarcoma
9131/0,9131,1873,/0,,Preferred,Capillary hemangioma,Capillary hemangioma
9131/0,9131,1874,/0,,Synonym,Hemangioma simplex,Hemangioma simplex
9131/0,9131,1875,/0,,Synonym,Infantile hemangioma,Infantile hemangioma
9131/0,9131,1876,/0,,Synonym,Juvenile hemangioma,Juvenile hemangioma
9131/0,9131,1877,/0,,Synonym,Plexiform hemangioma,Plexiform hemangioma
9131/0,9131,1878,/0,,Related,Lobular capillary hemangioma,Lobular capillary hemangioma
9131/0,9131,1879,/0,,Related,"Congenital hemangioma","Congenital hemangioma"
9131/0,9131,1880,/0,,Related,"Congenital hemangioma, rapidly involuting","Congenital hemangioma, rapidly involuting"
9131/0,9131,1881,/0,,Related,"Congenital hemangioma, non-involuting","Congenital hemangioma, non-involuting"
9132/0,9132,1882,/0,,Preferred,Intramuscular hemangioma,Intramuscular hemangioma
9132/0,9132,1883,/0,,Synonym,Intramuscular angioma,Intramuscular angioma
9133/3,9133,1884,/3,cancer,Preferred,"Epithelioid hemangioendothelioma","Epithelioid hemangioendothelioma"
9133/3,9133,1885,/3,cancer,Synonym,"Epithelioid hemangioendothelioma, malignant","Epithelioid hemangioendothelioma, malignant"
9133/3,9133,1886,/3,cancer,Related,Intravascular bronchial alveolar tumor,Intravascular bronchial alveolar tumor
9135/1,9135,1887,/1,,Preferred,Papillary intralymphatic angioendothelioma,Papillary intralymphatic angioendothelioma
9135/1,9135,1888,/1,,Synonym,Endovascular papillary angioendothelioma,Endovascular papillary angioendothelioma
9135/1,9135,1889,/1,,Synonym,Dabska tumor,Dabska tumor
9136/1,9136,1890,/1,,Preferred,Spindle cell hemangioendothelioma,Spindle cell hemangioendothelioma
9136/1,9136,1891,/1,,Synonym,Spindle cell angioendothelioma,Spindle cell angioendothelioma
9136/1,9136,1892,/1,,Related,Retiform hemangioendothelioma,Retiform hemangioendothelioma
9136/1,9136,1893,/1,,Related,Composite hemangioendothelioma,Composite hemangioendothelioma
9137/0,9137,1894,/0,,Preferred,Myointimoma,Myointimoma
9137/3,9137,1895,/3,cancer,Preferred,Intimal sarcoma,Intimal sarcoma
9138/1,9138,1896,/1,,Preferred,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma,Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma
9140/3,9140,1897,/3,cancer,Preferred,Kaposi sarcoma,Kaposi sarcoma
9140/3,9140,1898,/3,cancer,Synonym,Multiple hemorrhagic sarcoma,Multiple hemorrhagic sarcoma
9141/0,9141,1899,/0,,Preferred,Angiokeratoma,Angiokeratoma
9142/0,9142,1900,/0,,Preferred,Verrucous keratotic hemangioma,Verrucous keratotic hemangioma
9142/0,9142,1901,/0,,Synonym,Verrucous venous malformation,Verrucous venous malformation
9160/0,9160,1902,/0,,Preferred,"Angiofibroma","Angiofibroma"
9160/0,9160,1903,/0,,Synonym,Fibrous papule oe,Fibrous papule oe
9160/0,9160,1904,/0,,Synonym,Involuting nevus,Involuting nevus
9160/0,9160,1905,/0,,Synonym,Juvenile angiofibroma,Juvenile angiofibroma
9160/0,9160,1906,/0,,Related,Cellular angiofibroma,Cellular angiofibroma
9160/0,9160,1907,/0,,Related,Giant cell angiofibroma,Giant cell angiofibroma
9161/0,9161,1908,/0,,Preferred,Acquired tufted hemangioma,Acquired tufted hemangioma
9161/0,9161,1909,/0,,Synonym,Tufted hemangioma,Tufted hemangioma
9161/1,9161,1910,/1,,Preferred,Hemangioblastoma,Hemangioblastoma
9161/1,9161,1911,/1,,Synonym,Angioblastoma,Angioblastoma
9170/0,9170,1913,/0,,Preferred,"Lymphangioma","Lymphangioma"
9170/0,9170,1914,/0,,Synonym,"Lymphangioendothelioma","Lymphangioendothelioma"
9170/3,9170,1915,/3,cancer,Preferred,Lymphangiosarcoma,Lymphangiosarcoma
9170/3,9170,1916,/3,cancer,Synonym,Lymphangioendothelial sarcoma,Lymphangioendothelial sarcoma
9170/3,9170,1917,/3,cancer,Synonym,"Lymphangioendothelioma, malignant","Lymphangioendothelioma, malignant"
9171/0,9171,1918,/0,,Preferred,Capillary lymphangioma,Capillary lymphangioma
9172/0,9172,1919,/0,,Preferred,Cavernous lymphangioma,Cavernous lymphangioma
9173/0,9173,1920,/0,,Preferred,Cystic lymphangioma,Cystic lymphangioma
9173/0,9173,1921,/0,,Synonym,"Hygroma","Hygroma"
9173/0,9173,1922,/0,,Synonym,Cystic hygroma,Cystic hygroma
9174/0,9174,1923,/0,,Preferred,Lymphangiomyoma,Lymphangiomyoma
9174/1,9174,1924,/1,,Preferred,Lymphangioleiomyomatosis,Lymphangioleiomyomatosis
9174/1,9174,1925,/1,,Synonym,Lymphangiomyomatosis,Lymphangiomyomatosis
9175/0,9175,1926,/0,,Preferred,Hemolymphangioma,Hemolymphangioma
9180/0,9180,1928,/0,,Preferred,"Osteoma","Osteoma"
9180/3,9180,1929,/3,cancer,Preferred,"Osteosarcoma","Osteosarcoma"
9180/3,9180,1930,/3,cancer,Synonym,"Osteogenic sarcoma","Osteogenic sarcoma"
9180/3,9180,1931,/3,cancer,Synonym,Osteoblastic sarcoma,Osteoblastic sarcoma
9180/3,9180,1932,/3,cancer,Synonym,Osteochondrosarcoma,Osteochondrosarcoma
9180/3,9180,1933,/3,cancer,Related,"Osteosarcoma, extraskeletal","Osteosarcoma, extraskeletal"
9181/3,9181,1934,/3,cancer,Preferred,Chondroblastic osteosarcoma,Chondroblastic osteosarcoma
9182/3,9182,1935,/3,cancer,Preferred,Fibroblastic osteosarcoma,Fibroblastic osteosarcoma
9182/3,9182,1936,/3,cancer,Synonym,Osteofibrosarcoma,Osteofibrosarcoma
9183/3,9183,1937,/3,cancer,Preferred,Telangiectatic osteosarcoma,Telangiectatic osteosarcoma
9184/3,9184,1938,/3,cancer,Preferred,Osteosarcoma in Paget disease of bone,Osteosarcoma in Paget disease of bone
9184/3,9184,1939,/3,cancer,Synonym,Secondary osteosarcoma,Secondary osteosarcoma
9185/3,9185,1940,/3,cancer,Preferred,Small cell osteosarcoma,Small cell osteosarcoma
9185/3,9185,1941,/3,cancer,Synonym,Round cell osteosarcoma,Round cell osteosarcoma
9186/3,9186,1942,/3,cancer,Preferred,"Central osteosarcoma","Central osteosarcoma"
9186/3,9186,1943,/3,cancer,Synonym,Conventional central osteosarcoma,Conventional central osteosarcoma
9186/3,9186,1944,/3,cancer,Synonym,Medullary osteosarcoma,Medullary osteosarcoma
9187/3,9187,1945,/3,cancer,Preferred,Low grade central osteosarcoma,Low grade central osteosarcoma
9187/3,9187,1946,/3,cancer,Synonym,Low grade intramedullary osteosarcoma,Low grade intramedullary osteosarcoma
9187/3,9187,1947,/3,cancer,Related,Intraosseous well differentiated osteosarcoma,Intraosseous well differentiated osteosarcoma
9187/3,9187,1948,/3,cancer,Synonym,Intraosseous low grade osteosarcoma,Intraosseous low grade osteosarcoma
9191/0,9191,1949,/0,,Preferred,"Osteoid osteoma","Osteoid osteoma"
9192/3,9192,1950,/3,cancer,Preferred,Parosteal osteosarcoma,Parosteal osteosarcoma
9192/3,9192,1951,/3,cancer,Synonym,Juxtacortical osteosarcoma,Juxtacortical osteosarcoma
9193/3,9193,1952,/3,cancer,Preferred,Periosteal osteosarcoma,Periosteal osteosarcoma
9194/3,9194,1953,/3,cancer,Preferred,High grade surface osteosarcoma,High grade surface osteosarcoma
9195/3,9195,1954,/3,cancer,Preferred,Intracortical osteosarcoma,Intracortical osteosarcoma
9200/0,9200,1955,/0,,Preferred,"Osteoblastoma","Osteoblastoma"
9200/0,9200,1956,/0,,Synonym,Giant osteoid osteoma,Giant osteoid osteoma
9200/1,9200,1957,/1,,Preferred,Aggressive osteoblastoma,Aggressive osteoblastoma
9210/0,9210,1958,/0,,Preferred,Osteochondroma,Osteochondroma
9210/0,9210,1959,/0,,Synonym,Cartilaginous exostosis,Cartilaginous exostosis
9210/0,9210,1960,/0,,Synonym,Ecchondroma,Ecchondroma
9210/0,9210,1961,/0,,Synonym,Osteocartilaginous exostosis,Osteocartilaginous exostosis
9210/1,9210,1962,/1,,Preferred,"Osteochondromatosis","Osteochondromatosis"
9210/1,9210,1963,/1,,Synonym,Ecchondrosis,Ecchondrosis
9211/0,9211,1964,/0,,Preferred,Osteochondromyxoma,Osteochondromyxoma
9212/0,9212,1965,/0,,Preferred,Bizarre parosteal osteochondromatous proliferation,Bizarre parosteal osteochondromatous proliferation
9213/0,9213,1966,/0,,Preferred,Subungual exostosis,Subungual exostosis
9220/0,9220,1967,/0,,Preferred,"Chondroma","Chondroma"
9220/0,9220,1968,/0,,Related,Enchondroma,Enchondroma
9220/1,9220,1969,/1,,Preferred,"Chondromatosis","Chondromatosis"
9220/3,9220,1970,/3,cancer,Preferred,"Chondrosarcoma","Chondrosarcoma"
9220/3,9220,1971,/3,cancer,Related,Fibrochondrosarcoma,Fibrochondrosarcoma
9220/3,9220,1972,/3,cancer,Related,"Chondrosarcoma, grade 2","Chondrosarcoma, grade 2"
9220/3,9220,1973,/3,cancer,Related,"Chondrosarcoma, grade 3","Chondrosarcoma, grade 3"
9221/0,9221,1974,/0,,Preferred,Periosteal chondroma,Periosteal chondroma
9221/0,9221,1975,/0,,Related,Juxtacortical chondroma,Juxtacortical chondroma
9221/3,9221,1976,/3,cancer,Preferred,Periosteal chondrosarcoma,Periosteal chondrosarcoma
9221/3,9221,1977,/3,cancer,Related,Juxtacortical chondrosarcoma,Juxtacortical chondrosarcoma
9222/1,9222,1978,/1,,Preferred,Atypical cartilaginous tumor,Atypical cartilaginous tumor
9222/1,9222,1979,/1,,Synonym,"Chondrosarcoma, grade 1","Chondrosarcoma, grade 1"
9230/1,9230,1980,/1,,Preferred,"Chondroblastoma","Chondroblastoma"
9230/1,9230,1981,/1,,Synonym,Chondromatous giant cell tumor,Chondromatous giant cell tumor
9230/1,9230,1982,/1,,Synonym,Codman tumor,Codman tumor
9230/3,9230,1983,/3,cancer,Preferred,"Chondroblastoma, malignant","Chondroblastoma, malignant"
9231/3,9231,1984,/3,cancer,Preferred,Myxoid chondrosarcoma,Myxoid chondrosarcoma
9240/3,9240,1985,/3,cancer,Preferred,Mesenchymal chondrosarcoma,Mesenchymal chondrosarcoma
9241/0,9241,1986,/0,,Preferred,Chondromyxoid fibroma,Chondromyxoid fibroma
9242/3,9242,1987,/3,cancer,Preferred,Clear cell chondrosarcoma,Clear cell chondrosarcoma
9243/3,9243,1988,/3,cancer,Preferred,Dedifferentiated chondrosarcoma,Dedifferentiated chondrosarcoma
9250/1,9250,1990,/1,,Preferred,"Giant cell tumor of bone","Giant cell tumor of bone"
9250/1,9250,1991,/1,,Synonym,"Osteoclastoma","Osteoclastoma"
9250/3,9250,1992,/3,cancer,Preferred,"Giant cell tumor of bone, malignant","Giant cell tumor of bone, malignant"
9250/3,9250,1993,/3,cancer,Synonym,Giant cell sarcoma of bone,Giant cell sarcoma of bone
9250/3,9250,1994,/3,cancer,Synonym,"Osteoclastoma, malignant","Osteoclastoma, malignant"
9251/1,9251,1995,/1,,Preferred,"Giant cell tumor of soft parts","Giant cell tumor of soft parts"
9251/3,9251,1996,/3,cancer,Preferred,Malignant giant cell tumor of soft parts,Malignant giant cell tumor of soft parts
9252/0,9252,1997,/0,,Preferred,"ynovial giant cell tumor","ynovial giant cell tumor"
9252/0,9252,1998,/0,,Related,"ynovial giant cell tumor, localised","ynovial giant cell tumor, localised"
9252/0,9252,1999,/0,,Synonym,Fibrous histiocytoma of tendon sheath,Fibrous histiocytoma of tendon sheath
9252/0,9252,2000,/0,,Synonym,"Giant cell tumor of tendon sheath","Giant cell tumor of tendon sheath"
9252/1,9252,2001,/1,,Preferred,"ynovial giant cell tumor, diffuse","ynovial giant cell tumor, diffuse"
9252/1,9252,2002,/1,,Synonym,Pigmented villonodular synovitis,Pigmented villonodular synovitis
9252/3,9252,2003,/3,cancer,Preferred,Malignant ynovial giant cell tumor,Malignant ynovial giant cell tumor
9252/3,9252,2004,/3,cancer,Synonym,"Giant cell tumor of tendon sheath, malignant","Giant cell tumor of tendon sheath, malignant"
9260/0,9260,2006,/0,,Preferred,Aneurysmal bone cyst,Aneurysmal bone cyst
9261/3,9261,2007,/3,cancer,Preferred,Adamantinoma of long bones,Adamantinoma of long bones
9262/0,9262,2008,/0,,Preferred,Ossifying fibroma,Ossifying fibroma
9262/0,9262,2009,/0,,Synonym,Fibro-osteoma,Fibro-osteoma
9262/0,9262,2010,/0,,Synonym,Osteofibroma,Osteofibroma
9270/0,9270,2012,/0,,Preferred,"Odontogenic tumor, benign","Odontogenic tumor, benign"
9270/1,9270,2013,/1,,Preferred,"Odontogenic tumor","Odontogenic tumor"
9270/3,9270,2014,/3,cancer,Preferred,"Odontogenic tumor, malignant","Odontogenic tumor, malignant"
9270/3,9270,2015,/3,cancer,Synonym,Ameloblastic carcinoma,Ameloblastic carcinoma
9270/3,9270,2016,/3,cancer,Synonym,Odontogenic carcinoma,Odontogenic carcinoma
9270/3,9270,2017,/3,cancer,Synonym,Odontogenic sarcoma,Odontogenic sarcoma
9270/3,9270,2018,/3,cancer,Synonym,Primary intraosseous carcinoma,Primary intraosseous carcinoma
9271/0,9271,2019,/0,,Preferred,Ameloblastic fibrodentinoma,Ameloblastic fibrodentinoma
9271/0,9271,2020,/0,,Synonym,Dentinoma,Dentinoma
9272/0,9272,2021,/0,,Preferred,"Cementoma","Cementoma"
9272/0,9272,2022,/0,,Synonym,Periapical cemental dysplasia,Periapical cemental dysplasia
9272/0,9272,2023,/0,,Synonym,Periapical cemento-osseous dysplasia,Periapical cemento-osseous dysplasia
9273/0,9273,2024,/0,,Preferred,"Cementoblastoma, benign","Cementoblastoma, benign"
9274/0,9274,2025,/0,,Preferred,Cemento-ossifying fibroma,Cemento-ossifying fibroma
9274/0,9274,2026,/0,,Related,Cementifying fibroma,Cementifying fibroma
9275/0,9275,2027,/0,,Preferred,Gigantiform cementoma,Gigantiform cementoma
9275/0,9275,2028,/0,,Synonym,Florid osseous dysplasia,Florid osseous dysplasia
9280/0,9280,2029,/0,,Preferred,"Odontoma","Odontoma"
9281/0,9281,2030,/0,,Preferred,Compound odontoma,Compound odontoma
9282/0,9282,2031,/0,,Preferred,Complex odontoma,Complex odontoma
9290/0,9290,2032,/0,,Preferred,Ameloblastic fibro-odontoma,Ameloblastic fibro-odontoma
9290/0,9290,2033,/0,,Synonym,Fibroameloblastic odontoma,Fibroameloblastic odontoma
9290/3,9290,2034,/3,cancer,Preferred,Ameloblastic odontosarcoma,Ameloblastic odontosarcoma
9290/3,9290,2035,/3,cancer,Synonym,Ameloblastic fibro-odontosarcoma,Ameloblastic fibro-odontosarcoma
9290/3,9290,2036,/3,cancer,Synonym,Ameloblastic fibrodenarcoma,Ameloblastic fibrodenarcoma
9300/0,9300,2037,/0,,Preferred,Adenomatoid odontogenic tumor,Adenomatoid odontogenic tumor
9300/0,9300,2038,/0,,Synonym,Adenoameloblastoma,Adenoameloblastoma
9301/0,9301,2039,/0,,Preferred,Calcifying odontogenic cyst,Calcifying odontogenic cyst
9302/0,9302,2040,/0,,Preferred,Dentinogenic ghost cell tumor,Dentinogenic ghost cell tumor
9302/0,9302,2041,/0,,Synonym,Odontogenic ghost cell tumor,Odontogenic ghost cell tumor
9302/3,9302,2042,/3,cancer,Preferred,Ghost cell odontogenic carcinoma,Ghost cell odontogenic carcinoma
